area_code,type,diocese,sa_2022_code,african_caribbean_black,asian,other,white
048006001/02,ROI small area,"Cork, Cloyne and Ross",048006001/02,10,9,6,108
048030001,ROI small area,"Cork, Cloyne and Ross",048030001,5,15,7,295
048067003,ROI small area,"Cork, Cloyne and Ross",048067003,0,4,1,224
048063004,ROI small area,"Cork, Cloyne and Ross",048063004,1,4,3,157
048063001,ROI small area,"Cork, Cloyne and Ross",048063001,2,10,7,142
048051012,ROI small area,"Cork, Cloyne and Ross",048051012,0,9,4,162
047132003,ROI small area,"Cork, Cloyne and Ross",047132003,5,6,3,234
187087037,ROI small area,Meath and Kildare,187087037,0,0,2,356
187087007,ROI small area,Meath and Kildare,187087007,1,15,4,239
187087009,ROI small area,Meath and Kildare,187087009,19,36,16,300
048052006,ROI small area,"Cork, Cloyne and Ross",048052006,13,23,10,139
048052005,ROI small area,"Cork, Cloyne and Ross",048052005,2,13,9,144
048052007,ROI small area,"Cork, Cloyne and Ross",048052007,5,37,22,137
048048001,ROI small area,"Cork, Cloyne and Ross",048048001,0,2,3,272
048056006,ROI small area,"Cork, Cloyne and Ross",048056006,7,25,13,136
048057003,ROI small area,"Cork, Cloyne and Ross",048057003,41,21,27,189
048052002,ROI small area,"Cork, Cloyne and Ross",048052002,4,17,4,136
048043005,ROI small area,"Cork, Cloyne and Ross",048043005,8,8,6,180
048056007,ROI small area,"Cork, Cloyne and Ross",048056007,3,12,14,149
048057007,ROI small area,"Cork, Cloyne and Ross",048057007,2,9,10,122
048046010,ROI small area,"Cork, Cloyne and Ross",048046010,5,9,5,153
048046011,ROI small area,"Cork, Cloyne and Ross",048046011,0,2,4,106
048056003,ROI small area,"Cork, Cloyne and Ross",048056003,3,41,6,107
048065004,ROI small area,"Cork, Cloyne and Ross",048065004,0,0,0,199
048047001,ROI small area,"Cork, Cloyne and Ross",048047001,1,1,2,166
048048010,ROI small area,"Cork, Cloyne and Ross",048048010,3,15,2,186
048062002,ROI small area,"Cork, Cloyne and Ross",048062002,7,5,2,278
048062006,ROI small area,"Cork, Cloyne and Ross",048062006,4,0,2,310
048064004/048064005,ROI small area,"Cork, Cloyne and Ross",048064004/048064005,16,9,10,139
048049003,ROI small area,"Cork, Cloyne and Ross",048049003,0,5,1,267
048062001,ROI small area,"Cork, Cloyne and Ross",048062001,0,6,4,171
048046009,ROI small area,"Cork, Cloyne and Ross",048046009,0,0,6,206
048046008,ROI small area,"Cork, Cloyne and Ross",048046008,0,4,3,219
048048008,ROI small area,"Cork, Cloyne and Ross",048048008,0,0,1,179
048047004,ROI small area,"Cork, Cloyne and Ross",048047004,0,0,0,186
048048002,ROI small area,"Cork, Cloyne and Ross",048048002,0,0,6,134
048047002,ROI small area,"Cork, Cloyne and Ross",048047002,0,2,3,176
048049001,ROI small area,"Cork, Cloyne and Ross",048049001,4,14,8,190
048005003,ROI small area,"Cork, Cloyne and Ross",048005003,0,0,0,192
047132024,ROI small area,"Cork, Cloyne and Ross",047132024,4,0,6,229
047132022,ROI small area,"Cork, Cloyne and Ross",047132022,1,5,1,131
048064008,ROI small area,"Cork, Cloyne and Ross",048064008,1,14,14,94
048043013,ROI small area,"Cork, Cloyne and Ross",048043013,9,0,4,267
048061008/01,ROI small area,"Cork, Cloyne and Ross",048061008/01,9,3,3,156
048046001,ROI small area,"Cork, Cloyne and Ross",048046001,0,14,7,165
048062005,ROI small area,"Cork, Cloyne and Ross",048062005,0,4,4,215
047054019,ROI small area,"Cork, Cloyne and Ross",047054019,2,16,1,229
237004006,ROI small area,"Tuam, Limerick and Killaloe",237004006,64,34,36,201
237004011,ROI small area,"Tuam, Limerick and Killaloe",237004011,10,44,1,90
087069005,ROI small area,Meath and Kildare,087069005,0,0,8,241
087069021,ROI small area,Meath and Kildare,087069021,8,39,9,337
048065002,ROI small area,"Cork, Cloyne and Ross",048065002,5,0,0,260
048022001,ROI small area,"Cork, Cloyne and Ross",048022001,0,0,0,208
048046004,ROI small area,"Cork, Cloyne and Ross",048046004,0,1,0,179
048070008,ROI small area,"Cork, Cloyne and Ross",048070008,0,12,3,141
048042011,ROI small area,"Cork, Cloyne and Ross",048042011,11,4,0,199
048043012,ROI small area,"Cork, Cloyne and Ross",048043012,7,0,0,243
048043008,ROI small area,"Cork, Cloyne and Ross",048043008,4,20,8,130
048034005,ROI small area,"Cork, Cloyne and Ross",048034005,3,10,5,261
048072001,ROI small area,"Cork, Cloyne and Ross",048072001,0,1,4,154
048020003,ROI small area,"Cork, Cloyne and Ross",048020003,3,6,23,235
048020002,ROI small area,"Cork, Cloyne and Ross",048020002,2,5,10,192
048072005,ROI small area,"Cork, Cloyne and Ross",048072005,0,5,6,197
048020006,ROI small area,"Cork, Cloyne and Ross",048020006,5,8,7,182
048044011,ROI small area,"Cork, Cloyne and Ross",048044011,8,10,0,247
048042001,ROI small area,"Cork, Cloyne and Ross",048042001,23,6,7,296
048023003,ROI small area,"Cork, Cloyne and Ross",048023003,0,1,0,200
048072004,ROI small area,"Cork, Cloyne and Ross",048072004,0,7,7,216
048073002/01,ROI small area,"Cork, Cloyne and Ross",048073002/01,8,5,2,175
048072002,ROI small area,"Cork, Cloyne and Ross",048072002,0,6,0,148
048072003,ROI small area,"Cork, Cloyne and Ross",048072003,2,1,14,182
048034006,ROI small area,"Cork, Cloyne and Ross",048034006,6,4,6,209
048070007,ROI small area,"Cork, Cloyne and Ross",048070007,2,2,4,153
047132082,ROI small area,"Cork, Cloyne and Ross",047132082,0,3,2,160
047132052,ROI small area,"Cork, Cloyne and Ross",047132052,0,10,6,94
047016059,ROI small area,"Cork, Cloyne and Ross",047016059,0,5,10,145
048008002,ROI small area,"Cork, Cloyne and Ross",048008002,1,2,0,191
048006004,ROI small area,"Cork, Cloyne and Ross",048006004,10,49,14,145
048017002,ROI small area,"Cork, Cloyne and Ross",048017002,2,12,9,181
048071002,ROI small area,"Cork, Cloyne and Ross",048071002,3,9,5,166
048001001,ROI small area,"Cork, Cloyne and Ross",048001001,1,7,3,226
048055001,ROI small area,"Cork, Cloyne and Ross",048055001,3,11,10,163
047235008,ROI small area,"Cork, Cloyne and Ross",047235008,1,4,5,200
048005002,ROI small area,"Cork, Cloyne and Ross",048005002,0,3,4,218
048070012,ROI small area,"Cork, Cloyne and Ross",048070012,0,8,11,200
047132064,ROI small area,"Cork, Cloyne and Ross",047132064,0,8,7,178
047132063,ROI small area,"Cork, Cloyne and Ross",047132063,1,19,3,122
047132061,ROI small area,"Cork, Cloyne and Ross",047132061,5,15,1,125
087052009,ROI small area,Meath and Kildare,087052009,0,0,2,253
087052011,ROI small area,Meath and Kildare,087052011,0,0,1,283
217166002,ROI small area,"Tuam, Limerick and Killaloe",217166002,0,8,1,157
217166003,ROI small area,"Tuam, Limerick and Killaloe",217166003,0,7,2,119
048023006,ROI small area,"Cork, Cloyne and Ross",048023006,0,0,1,271
047054004,ROI small area,"Cork, Cloyne and Ross",047054004,6,16,4,338
048023001,ROI small area,"Cork, Cloyne and Ross",048023001,1,0,0,203
048023012,ROI small area,"Cork, Cloyne and Ross",048023012,6,0,0,271
048054003,ROI small area,"Cork, Cloyne and Ross",048054003,9,34,18,157
048052001,ROI small area,"Cork, Cloyne and Ross",048052001,13,6,3,172
048021001,ROI small area,"Cork, Cloyne and Ross",048021001,0,0,3,201
048034002,ROI small area,"Cork, Cloyne and Ross",048034002,0,8,2,242
048004003,ROI small area,"Cork, Cloyne and Ross",048004003,0,6,3,193
048022002,ROI small area,"Cork, Cloyne and Ross",048022002,0,0,0,220
048023005,ROI small area,"Cork, Cloyne and Ross",048023005,0,0,1,253
048055003,ROI small area,"Cork, Cloyne and Ross",048055003,2,16,9,138
048025001,ROI small area,"Cork, Cloyne and Ross",048025001,1,0,0,192
048025002,ROI small area,"Cork, Cloyne and Ross",048025002,0,2,4,189
048025004,ROI small area,"Cork, Cloyne and Ross",048025004,0,1,2,204
048013004,ROI small area,"Cork, Cloyne and Ross",048013004,0,1,0,239
048020005,ROI small area,"Cork, Cloyne and Ross",048020005,2,23,13,146
048054006,ROI small area,"Cork, Cloyne and Ross",048054006,7,12,8,135
107072007,ROI small area,Meath and Kildare,107072007,29,6,14,235
087067002,ROI small area,Meath and Kildare,087067002,1,13,2,220
107078012,ROI small area,Meath and Kildare,107078012,5,8,1,185
107078026,ROI small area,Meath and Kildare,107078026,0,2,6,108
087034012,ROI small area,Meath and Kildare,087034012,5,6,8,379
087048011,ROI small area,Meath and Kildare,087048011,2,14,6,237
087050011,ROI small area,Meath and Kildare,087050011,1,0,1,171
087050015,ROI small area,Meath and Kildare,087050015,5,17,14,257
087050016,ROI small area,Meath and Kildare,087050016,6,4,6,237
087050023,ROI small area,Meath and Kildare,087050023,0,0,3,189
087050010,ROI small area,Meath and Kildare,087050010,0,8,3,293
048054007,ROI small area,"Cork, Cloyne and Ross",048054007,8,38,29,145
048054008,ROI small area,"Cork, Cloyne and Ross",048054008,1,14,12,135
048054005,ROI small area,"Cork, Cloyne and Ross",048054005,2,47,13,100
048058002,ROI small area,"Cork, Cloyne and Ross",048058002,5,11,2,148
048061001,ROI small area,"Cork, Cloyne and Ross",048061001,5,1,12,219
068001041,ROI small area,"Tuam, Limerick and Killaloe",068001041,10,10,2,180
068002001,ROI small area,"Tuam, Limerick and Killaloe",068002001,3,3,1,276
068002003,ROI small area,"Tuam, Limerick and Killaloe",068002003,17,15,4,247
068001018,ROI small area,"Tuam, Limerick and Killaloe",068001018,25,10,32,219
068001033,ROI small area,"Tuam, Limerick and Killaloe",068001033,36,31,11,169
087048010,ROI small area,Meath and Kildare,087048010,2,0,4,228
087048007,ROI small area,Meath and Kildare,087048007,1,4,1,308
047271005,ROI small area,"Cork, Cloyne and Ross",047271005,24,9,1,194
047107016,ROI small area,"Cork, Cloyne and Ross",047107016,0,0,0,226
047106009,ROI small area,"Cork, Cloyne and Ross",047106009,1,0,0,178
047077020,ROI small area,"Cork, Cloyne and Ross",047077020,1,29,4,352
047077019,ROI small area,"Cork, Cloyne and Ross",047077019,13,3,9,220
047077022,ROI small area,"Cork, Cloyne and Ross",047077022,20,24,7,353
047253014,ROI small area,"Cork, Cloyne and Ross",047253014,4,4,7,395
068014004,ROI small area,"Tuam, Limerick and Killaloe",068014004,1,6,5,85
087014012,ROI small area,Meath and Kildare,087014012,5,4,5,342
087014011,ROI small area,Meath and Kildare,087014011,10,9,11,253
087052008,ROI small area,Meath and Kildare,087052008,1,8,7,104
047107025,ROI small area,"Cork, Cloyne and Ross",047107025,0,7,1,195
068014006,ROI small area,"Tuam, Limerick and Killaloe",068014006,1,1,3,133
068014008,ROI small area,"Tuam, Limerick and Killaloe",068014008,0,6,2,94
068020006,ROI small area,"Tuam, Limerick and Killaloe",068020006,2,8,16,133
048047006,ROI small area,"Cork, Cloyne and Ross",048047006,0,6,1,220
048047008,ROI small area,"Cork, Cloyne and Ross",048047008,2,6,6,115
048034008,ROI small area,"Cork, Cloyne and Ross",048034008,0,5,4,140
087025012,ROI small area,Meath and Kildare,087025012,1,9,7,207
087025002,ROI small area,Meath and Kildare,087025002,1,6,10,310
087025017,ROI small area,Meath and Kildare,087025017,5,11,3,126
087023024,ROI small area,Meath and Kildare,087023024,2,9,6,233
087023047,ROI small area,Meath and Kildare,087023047,9,3,9,311
087023016,ROI small area,Meath and Kildare,087023016,0,2,2,249
087014014,ROI small area,Meath and Kildare,087014014,0,12,7,251
048034004,ROI small area,"Cork, Cloyne and Ross",048034004,2,10,3,303
048070001,ROI small area,"Cork, Cloyne and Ross",048070001,7,18,1,242
087071050,ROI small area,Meath and Kildare,087071050,1,9,0,185
087071026,ROI small area,Meath and Kildare,087071026,7,2,3,240
087071013,ROI small area,Meath and Kildare,087071013,2,4,16,305
087071041,ROI small area,Meath and Kildare,087071041,0,4,15,185
087071035/02,ROI small area,Meath and Kildare,087071035/02,7,13,25,353
087071040,ROI small area,Meath and Kildare,087071040,9,8,9,191
087070003/02,ROI small area,Meath and Kildare,087070003/02,6,10,19,368
087070003/01,ROI small area,Meath and Kildare,087070003/01,9,2,10,240
087071062,ROI small area,Meath and Kildare,087071062,12,4,4,217
087014015,ROI small area,Meath and Kildare,087014015,1,1,5,214
087014013,ROI small area,Meath and Kildare,087014013,1,1,2,226
087014002,ROI small area,Meath and Kildare,087014002,1,9,9,179
047105014,ROI small area,"Cork, Cloyne and Ross",047105014,7,0,1,218
048052003,ROI small area,"Cork, Cloyne and Ross",048052003,4,39,29,232
068001005,ROI small area,"Tuam, Limerick and Killaloe",068001005,34,9,9,172
067157004,ROI small area,"Tuam, Limerick and Killaloe",067157004,0,7,4,285
067013007,ROI small area,"Tuam, Limerick and Killaloe",067013007,2,2,2,203
067013002,ROI small area,"Tuam, Limerick and Killaloe",067013002,1,11,3,232
047303007,ROI small area,"Cork, Cloyne and Ross",047303007,0,0,6,204
047106007,ROI small area,"Cork, Cloyne and Ross",047106007,0,3,0,204
047107012,ROI small area,"Cork, Cloyne and Ross",047107012,2,3,7,170
047107029,ROI small area,"Cork, Cloyne and Ross",047107029,1,1,1,148
047253010,ROI small area,"Cork, Cloyne and Ross",047253010,8,5,8,228
047253002/02,ROI small area,"Cork, Cloyne and Ross",047253002/02,25,4,2,207
048012007,ROI small area,"Cork, Cloyne and Ross",048012007,11,29,8,113
048024002,ROI small area,"Cork, Cloyne and Ross",048024002,18,10,13,148
048043009,ROI small area,"Cork, Cloyne and Ross",048043009,8,6,0,183
217152023,ROI small area,"Tuam, Limerick and Killaloe",217152023,0,14,8,85
217152017,ROI small area,"Tuam, Limerick and Killaloe",217152017,0,2,3,115
048043006,ROI small area,"Cork, Cloyne and Ross",048043006,17,14,8,311
048043015,ROI small area,"Cork, Cloyne and Ross",048043015,1,12,11,186
048042014,ROI small area,"Cork, Cloyne and Ross",048042014,1,41,6,378
048042015,ROI small area,"Cork, Cloyne and Ross",048042015,2,4,0,214
087029021,ROI small area,Meath and Kildare,087029021,12,35,8,181
187013010,ROI small area,"Tuam, Limerick and Killaloe",187013010,0,5,4,115
217152005,ROI small area,"Tuam, Limerick and Killaloe",217152005,1,3,6,141
217152010,ROI small area,"Tuam, Limerick and Killaloe",217152010,0,0,1,238
217152019,ROI small area,"Tuam, Limerick and Killaloe",217152019,1,4,3,207
087023033,ROI small area,Meath and Kildare,087023033,1,25,5,147
047235006,ROI small area,"Cork, Cloyne and Ross",047235006,2,1,0,273
047132037,ROI small area,"Cork, Cloyne and Ross",047132037,3,0,5,200
047132049,ROI small area,"Cork, Cloyne and Ross",047132049,0,10,5,180
087029020,ROI small area,Meath and Kildare,087029020,10,41,2,193
167037002,ROI small area,Meath and Kildare,167037002,7,2,1,254
167037006,ROI small area,Meath and Kildare,167037006,20,9,14,354
237005003,ROI small area,"Tuam, Limerick and Killaloe",237005003,1,15,11,72
087023039,ROI small area,Meath and Kildare,087023039,1,2,0,312
087023046,ROI small area,Meath and Kildare,087023046,0,6,0,256
087023041,ROI small area,Meath and Kildare,087023041,6,3,13,293
087029005,ROI small area,Meath and Kildare,087029005,0,8,4,219
087029015,ROI small area,Meath and Kildare,087029015,22,16,6,222
087023034,ROI small area,Meath and Kildare,087023034,9,6,4,168
067017008,ROI small area,"Tuam, Limerick and Killaloe",067017008,5,9,8,221
067017010,ROI small area,"Tuam, Limerick and Killaloe",067017010,6,1,2,168
068001031,ROI small area,"Tuam, Limerick and Killaloe",068001031,8,5,1,132
068001030,ROI small area,"Tuam, Limerick and Killaloe",068001030,4,2,3,108
047303018,ROI small area,"Cork, Cloyne and Ross",047303018,5,1,9,215
047303017,ROI small area,"Cork, Cloyne and Ross",047303017,1,1,10,184
047107022,ROI small area,"Cork, Cloyne and Ross",047107022,0,0,0,189
047106005,ROI small area,"Cork, Cloyne and Ross",047106005,7,0,1,216
047107026,ROI small area,"Cork, Cloyne and Ross",047107026,1,0,8,173
047106027,ROI small area,"Cork, Cloyne and Ross",047106027,3,0,1,217
047253002/01,ROI small area,"Cork, Cloyne and Ross",047253002/01,0,0,9,263
237004008,ROI small area,"Tuam, Limerick and Killaloe",237004008,6,30,8,89
068001003,ROI small area,"Tuam, Limerick and Killaloe",068001003,23,31,11,214
068001002,ROI small area,"Tuam, Limerick and Killaloe",068001002,23,24,20,278
047106019,ROI small area,"Cork, Cloyne and Ross",047106019,5,7,3,195
217136023/02,ROI small area,"Tuam, Limerick and Killaloe",217136023/02,0,5,1,192
237004007,ROI small area,"Tuam, Limerick and Killaloe",237004007,9,5,5,48
237004004,ROI small area,"Tuam, Limerick and Killaloe",237004004,7,38,14,190
087069031,ROI small area,Meath and Kildare,087069031,18,26,5,185
217164005,ROI small area,"Tuam, Limerick and Killaloe",217164005,0,1,7,176
237024003,ROI small area,Meath and Kildare,237024003,4,9,3,222
087034022,ROI small area,Meath and Kildare,087034022,5,14,15,123
067017020,ROI small area,"Tuam, Limerick and Killaloe",067017020,2,0,5,254
067017021,ROI small area,"Tuam, Limerick and Killaloe",067017021,7,33,7,224
197008010,ROI small area,"Tuam, Limerick and Killaloe",197008010,22,16,6,220
237005002,ROI small area,"Tuam, Limerick and Killaloe",237005002,2,19,19,95
237005007,ROI small area,"Tuam, Limerick and Killaloe",237005007,10,18,11,128
237005004,ROI small area,"Tuam, Limerick and Killaloe",237005004,10,8,13,201
237005006,ROI small area,"Tuam, Limerick and Killaloe",237005006,3,8,5,109
237003005,ROI small area,"Tuam, Limerick and Killaloe",237003005,10,37,7,89
237003004,ROI small area,"Tuam, Limerick and Killaloe",237003004,4,38,11,114
237003003,ROI small area,"Tuam, Limerick and Killaloe",237003003,4,115,9,103
237004001,ROI small area,"Tuam, Limerick and Killaloe",237004001,10,18,15,247
187040003,ROI small area,Meath and Kildare,187040003,0,0,0,175
187075002,ROI small area,Meath and Kildare,187075002,5,0,0,229
187087029,ROI small area,Meath and Kildare,187087029,0,2,0,163
187086006,ROI small area,Meath and Kildare,187086006,5,11,17,194
187087010,ROI small area,Meath and Kildare,187087010,3,18,3,172
187087034,ROI small area,Meath and Kildare,187087034,2,19,4,87
068004010,ROI small area,"Tuam, Limerick and Killaloe",068004010,7,9,6,194
068011006,ROI small area,"Tuam, Limerick and Killaloe",068011006,4,9,6,147
068001045,ROI small area,"Tuam, Limerick and Killaloe",068001045,0,2,2,191
068001042,ROI small area,"Tuam, Limerick and Killaloe",068001042,5,1,1,312
068001011,ROI small area,"Tuam, Limerick and Killaloe",068001011,8,3,6,173
237003006/01,ROI small area,"Tuam, Limerick and Killaloe",237003006/01,5,6,6,116
047107020,ROI small area,"Cork, Cloyne and Ross",047107020,1,1,4,302
047107002,ROI small area,"Cork, Cloyne and Ross",047107002,3,6,4,229
047107003,ROI small area,"Cork, Cloyne and Ross",047107003,1,1,3,350
047064019,ROI small area,"Cork, Cloyne and Ross",047064019,4,8,8,208
047077016,ROI small area,"Cork, Cloyne and Ross",047077016,0,17,4,215
047077014,ROI small area,"Cork, Cloyne and Ross",047077014,12,13,9,369
047077023,ROI small area,"Cork, Cloyne and Ross",047077023,5,1,3,225
047077009,ROI small area,"Cork, Cloyne and Ross",047077009,20,14,4,280
047254011,ROI small area,"Cork, Cloyne and Ross",047254011,0,17,7,124
047253011,ROI small area,"Cork, Cloyne and Ross",047253011,5,16,8,223
047218005,ROI small area,"Cork, Cloyne and Ross",047218005,3,5,4,272
047218002,ROI small area,"Cork, Cloyne and Ross",047218002,2,3,1,239
217165008,ROI small area,"Tuam, Limerick and Killaloe",217165008,0,6,5,194
047106018,ROI small area,"Cork, Cloyne and Ross",047106018,3,7,11,334
217136004,ROI small area,"Tuam, Limerick and Killaloe",217136004,1,5,9,190
217136019,ROI small area,"Tuam, Limerick and Killaloe",217136019,2,3,3,157
068014007,ROI small area,"Tuam, Limerick and Killaloe",068014007,1,1,7,143
087069032,ROI small area,Meath and Kildare,087069032,10,20,11,149
087069025,ROI small area,Meath and Kildare,087069025,1,7,1,248
087034027,ROI small area,Meath and Kildare,087034027,4,3,1,158
087034026,ROI small area,Meath and Kildare,087034026,0,4,4,163
087034030,ROI small area,Meath and Kildare,087034030,1,0,5,208
087034029,ROI small area,Meath and Kildare,087034029,1,0,4,205
087034014,ROI small area,Meath and Kildare,087034014,1,20,4,219
087069007,ROI small area,Meath and Kildare,087069007,16,15,13,313
087034003,ROI small area,Meath and Kildare,087034003,0,11,12,226
087069048,ROI small area,Meath and Kildare,087069048,48,16,13,377
087034020,ROI small area,Meath and Kildare,087034020,11,6,24,123
087034019,ROI small area,Meath and Kildare,087034019,4,0,4,125
087034017,ROI small area,Meath and Kildare,087034017,0,0,7,173
087079007,ROI small area,Meath and Kildare,087079007,3,11,0,212
187036021,ROI small area,Meath and Kildare,187036021,3,0,10,164
048008008,ROI small area,"Cork, Cloyne and Ross",048008008,0,10,10,306
048033001,ROI small area,"Cork, Cloyne and Ross",048033001,2,9,3,212
048032001,ROI small area,"Cork, Cloyne and Ross",048032001,3,14,6,176
068001026,ROI small area,"Tuam, Limerick and Killaloe",068001026,12,6,8,177
068001037,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
067184003,ROI small area,"Tuam, Limerick and Killaloe",067184003,12,28,7,188
067184017,ROI small area,"Tuam, Limerick and Killaloe",067184017,1,7,4,253
068006007,ROI small area,"Tuam, Limerick and Killaloe",068006007,6,38,3,204
068006013,ROI small area,"Tuam, Limerick and Killaloe",068006013,6,13,3,154
068014001,ROI small area,"Tuam, Limerick and Killaloe",068014001,0,4,4,142
068005013,ROI small area,"Tuam, Limerick and Killaloe",068005013,37,27,15,219
068006011,ROI small area,"Tuam, Limerick and Killaloe",068006011,2,25,8,264
068010015,ROI small area,"Tuam, Limerick and Killaloe",068010015,1,5,16,187
068010012,ROI small area,"Tuam, Limerick and Killaloe",068010012,4,2,5,210
068010011,ROI small area,"Tuam, Limerick and Killaloe",068010011,1,7,8,232
068010002,ROI small area,"Tuam, Limerick and Killaloe",068010002,0,1,1,236
068014002,ROI small area,"Tuam, Limerick and Killaloe",068014002,1,3,12,120
068007013,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047253005,ROI small area,"Cork, Cloyne and Ross",047253005,9,8,11,347
047323010,ROI small area,"Cork, Cloyne and Ross",047323010,1,5,0,96
047254008,ROI small area,"Cork, Cloyne and Ross",047254008,8,11,9,266
047254007,ROI small area,"Cork, Cloyne and Ross",047254007,2,3,3,167
047278004,ROI small area,"Cork, Cloyne and Ross",047278004,10,5,4,248
047323016,ROI small area,"Cork, Cloyne and Ross",047323016,0,9,0,115
068015008,ROI small area,"Tuam, Limerick and Killaloe",068015008,7,40,8,195
068015002,ROI small area,"Tuam, Limerick and Killaloe",068015002,6,65,15,201
068018011,ROI small area,"Tuam, Limerick and Killaloe",068018011,3,7,4,119
068018014,ROI small area,"Tuam, Limerick and Killaloe",068018014,1,5,15,225
047323012/047323013,ROI small area,"Cork, Cloyne and Ross",047323012/047323013,0,4,3,129
047323007,ROI small area,"Cork, Cloyne and Ross",047323007,0,3,7,260
068018006,ROI small area,"Tuam, Limerick and Killaloe",068018006,0,16,5,91
047278003,ROI small area,"Cork, Cloyne and Ross",047278003,0,8,10,266
047323004,ROI small area,"Cork, Cloyne and Ross",047323004,9,8,3,224
068018007,ROI small area,"Tuam, Limerick and Killaloe",068018007,7,1,6,112
068018010,ROI small area,"Tuam, Limerick and Killaloe",068018010,1,6,8,235
068018005,ROI small area,"Tuam, Limerick and Killaloe",068018005,0,0,5,89
068005007,ROI small area,"Tuam, Limerick and Killaloe",068005007,0,3,4,206
047152004,ROI small area,"Cork, Cloyne and Ross",047152004,1,7,1,102
047152009,ROI small area,"Cork, Cloyne and Ross",047152009,10,17,9,132
047254003,ROI small area,"Cork, Cloyne and Ross",047254003,5,4,0,190
047258013,ROI small area,"Cork, Cloyne and Ross",047258013,2,12,9,213
047253019,ROI small area,"Cork, Cloyne and Ross",047253019,5,9,4,183
047258003,ROI small area,"Cork, Cloyne and Ross",047258003,0,0,0,171
047323011,ROI small area,"Cork, Cloyne and Ross",047323011,1,1,0,95
047323029,ROI small area,"Cork, Cloyne and Ross",047323029,0,7,8,269
047323018,ROI small area,"Cork, Cloyne and Ross",047323018,0,4,2,217
068019006,ROI small area,"Tuam, Limerick and Killaloe",068019006,0,2,0,107
068005012,ROI small area,"Tuam, Limerick and Killaloe",068005012,0,2,4,124
068007006,ROI small area,"Tuam, Limerick and Killaloe",068007006,1,10,8,157
068007017,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047323022,ROI small area,"Cork, Cloyne and Ross",047323022,1,9,2,154
068020014,ROI small area,"Tuam, Limerick and Killaloe",068020014,0,3,3,92
068007007,ROI small area,"Tuam, Limerick and Killaloe",068007007,0,2,2,42
068007014,ROI small area,"Tuam, Limerick and Killaloe",068007014,0,7,4,55
068020004,ROI small area,"Tuam, Limerick and Killaloe",068020004,0,9,13,138
068019005,ROI small area,"Tuam, Limerick and Killaloe",068019005,1,5,6,166
068013006,ROI small area,"Tuam, Limerick and Killaloe",068013006,0,26,1,192
068013003,ROI small area,"Tuam, Limerick and Killaloe",068013003,0,5,1,193
068013005,ROI small area,"Tuam, Limerick and Killaloe",068013005,0,11,3,155
068014009,ROI small area,"Tuam, Limerick and Killaloe",068014009,2,5,8,109
068012011,ROI small area,"Tuam, Limerick and Killaloe",068012011,1,16,0,243
068022005,ROI small area,"Tuam, Limerick and Killaloe",068022005,2,0,0,80
068012007,ROI small area,"Tuam, Limerick and Killaloe",068012007,4,9,11,252
068012003,ROI small area,"Tuam, Limerick and Killaloe",068012003,26,31,11,173
068012010,ROI small area,"Tuam, Limerick and Killaloe",068012010,0,15,9,155
068022006,ROI small area,"Tuam, Limerick and Killaloe",068022006,5,12,1,158
068001022,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
068001048,ROI small area,"Tuam, Limerick and Killaloe",068001048,33,7,6,144
068001044,ROI small area,"Tuam, Limerick and Killaloe",068001044,5,1,0,181
068004011,ROI small area,"Tuam, Limerick and Killaloe",068004011,1,3,4,123
068004007,ROI small area,"Tuam, Limerick and Killaloe",068004007,0,11,2,199
068004008,ROI small area,"Tuam, Limerick and Killaloe",068004008,23,6,4,225
068004012,ROI small area,"Tuam, Limerick and Killaloe",068004012,9,25,8,187
068005004,ROI small area,"Tuam, Limerick and Killaloe",068005004,5,3,0,170
068019002,ROI small area,"Tuam, Limerick and Killaloe",068019002,0,4,3,171
068019003,ROI small area,"Tuam, Limerick and Killaloe",068019003,0,3,4,131
068005006,ROI small area,"Tuam, Limerick and Killaloe",068005006,2,13,4,157
047253023,ROI small area,"Cork, Cloyne and Ross",047253023,13,6,5,286
068001012,ROI small area,"Tuam, Limerick and Killaloe",068001012,21,32,7,247
068001017,ROI small area,"Tuam, Limerick and Killaloe",068001017,17,11,7,150
068001015,ROI small area,"Tuam, Limerick and Killaloe",068001015,12,21,2,180
047253024,ROI small area,"Cork, Cloyne and Ross",047253024,5,6,7,334
047105008,ROI small area,"Cork, Cloyne and Ross",047105008,6,7,9,271
068020005,ROI small area,"Tuam, Limerick and Killaloe",068020005,0,13,5,119
068020012,ROI small area,"Tuam, Limerick and Killaloe",068020012,3,1,4,83
068007008,ROI small area,"Tuam, Limerick and Killaloe",068007008,5,7,5,161
068007004,ROI small area,"Tuam, Limerick and Killaloe",068007004,4,16,14,203
068020010,ROI small area,"Tuam, Limerick and Killaloe",068020010,0,5,1,145
047173007,ROI small area,"Cork, Cloyne and Ross",047173007,14,4,5,228
068001009,ROI small area,"Tuam, Limerick and Killaloe",068001009,19,9,10,231
068001008,ROI small area,"Tuam, Limerick and Killaloe",068001008,15,0,3,120
068021004,ROI small area,"Tuam, Limerick and Killaloe",068021004,1,8,1,135
