area_code,type,diocese,sa_2022_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
048042016,ROI small area,"Cork, Cloyne and Ross",048042016,22,7,0,26,9,2,23,3,3,0,4,4,1,2
048042013,ROI small area,"Cork, Cloyne and Ross",048042013,50,8,3,17,3,2,8,1,0,0,0,5,2,4
048042017,ROI small area,"Cork, Cloyne and Ross",048042017,22,11,6,50,6,2,3,3,4,1,1,2,0,8
048043007,ROI small area,"Cork, Cloyne and Ross",048043007,28,15,19,5,1,4,3,1,0,0,1,0,0,5
047277008,ROI small area,"Cork, Cloyne and Ross",047277008,28,8,3,15,7,4,16,1,5,0,2,3,1,2
047277003,ROI small area,"Cork, Cloyne and Ross",047277003,22,11,6,31,5,0,4,0,4,0,0,0,0,1
047107005,ROI small area,"Cork, Cloyne and Ross",047107005,32,25,2,30,6,0,9,2,1,1,0,0,1,1
068001016,ROI small area,"Tuam, Limerick and Killaloe",068001016,8,8,2,29,4,0,16,4,4,0,2,1,1,15
067013018,ROI small area,"Tuam, Limerick and Killaloe",067013018,18,13,6,30,4,1,15,0,3,1,4,0,0,3
067176002,ROI small area,"Tuam, Limerick and Killaloe",067176002,35,22,3,64,7,1,15,1,2,0,2,1,1,1
047303011,ROI small area,"Cork, Cloyne and Ross",047303011,24,11,3,18,2,1,5,1,0,0,0,0,2,2
047323021,ROI small area,"Cork, Cloyne and Ross",047323021,48,10,5,4,2,1,7,1,1,0,1,0,1,13
047271006,ROI small area,"Cork, Cloyne and Ross",047271006,9,16,3,52,4,0,7,0,5,0,1,2,1,1
047271002,ROI small area,"Cork, Cloyne and Ross",047271002,16,17,2,37,3,2,15,4,1,0,0,1,1,1
047271021,ROI small area,"Cork, Cloyne and Ross",047271021,13,9,5,24,5,0,5,2,2,0,0,1,0,3
047107013,ROI small area,"Cork, Cloyne and Ross",047107013,39,17,6,15,7,3,8,1,1,1,1,3,4,4
047107010/047107028,ROI small area,"Cork, Cloyne and Ross",047107010/047107028,75,11,15,8,3,1,5,1,0,0,2,2,3,8
047107009,ROI small area,"Cork, Cloyne and Ross",047107009,40,3,14,4,2,2,6,0,0,0,1,0,2,4
047106028,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047115010,ROI small area,"Cork, Cloyne and Ross",047115010,10,8,3,22,6,1,17,3,1,2,3,1,3,5
047151006,ROI small area,"Cork, Cloyne and Ross",047151006,13,12,7,45,11,1,19,3,3,0,1,1,7,8
047323028,ROI small area,"Cork, Cloyne and Ross",047323028,34,14,2,10,3,2,6,1,0,1,2,0,1,3
047152002,ROI small area,"Cork, Cloyne and Ross",047152002,28,9,1,20,5,1,9,0,3,1,3,2,5,4
047151005,ROI small area,"Cork, Cloyne and Ross",047151005,11,7,2,40,4,1,13,1,2,0,1,0,0,1
047151007,ROI small area,"Cork, Cloyne and Ross",047151007,22,23,2,45,5,4,6,2,1,0,0,1,1,0
047151011,ROI small area,"Cork, Cloyne and Ross",047151011,18,11,5,42,9,2,29,2,5,1,3,1,2,7
047151010,ROI small area,"Cork, Cloyne and Ross",047151010,23,26,0,18,6,0,6,0,0,1,2,0,1,2
047152012,ROI small area,"Cork, Cloyne and Ross",047152012,40,13,2,20,5,3,9,0,4,0,1,3,3,7
127018040,ROI small area,"Tuam, Limerick and Killaloe",127018040,22,10,2,32,5,1,20,4,0,0,0,0,3,19
127018042,ROI small area,"Tuam, Limerick and Killaloe",127018042,8,12,2,43,2,2,7,0,1,0,0,1,1,0
127018020,ROI small area,"Tuam, Limerick and Killaloe",127018020,13,10,9,38,2,2,9,2,1,0,1,1,1,17
047298014,ROI small area,"Cork, Cloyne and Ross",047298014,11,12,2,59,5,2,8,2,1,3,3,4,4,3
048062008,ROI small area,"Cork, Cloyne and Ross",048062008,17,18,2,46,3,1,10,1,2,0,3,1,1,3
047277018,ROI small area,"Cork, Cloyne and Ross",047277018,3,7,0,54,5,0,5,0,2,0,1,4,1,4
047277022,ROI small area,"Cork, Cloyne and Ross",047277022,32,26,8,19,8,2,13,2,3,0,3,8,4,2
047277028,ROI small area,"Cork, Cloyne and Ross",047277028,17,13,11,16,6,1,5,0,1,0,2,0,2,6
047277004,ROI small area,"Cork, Cloyne and Ross",047277004,3,5,2,52,2,3,5,1,2,0,0,3,1,0
047277027,ROI small area,"Cork, Cloyne and Ross",047277027,9,20,5,37,4,0,9,0,1,0,1,3,1,5
047279004,ROI small area,"Cork, Cloyne and Ross",047279004,13,15,4,33,5,3,7,0,1,0,1,2,2,2
047243016,ROI small area,"Cork, Cloyne and Ross",047243016,35,6,4,16,10,1,8,0,3,0,0,0,1,0
047243018,ROI small area,"Cork, Cloyne and Ross",047243018,20,18,3,53,8,2,15,0,0,0,2,1,2,3
047243005,ROI small area,"Cork, Cloyne and Ross",047243005,36,11,1,21,4,2,10,2,0,0,1,0,2,1
047243003,ROI small area,"Cork, Cloyne and Ross",047243003,22,10,6,19,5,0,11,1,0,0,0,0,3,2
047271012,ROI small area,"Cork, Cloyne and Ross",047271012,12,26,8,51,4,2,7,2,1,0,0,1,0,1
047271010,ROI small area,"Cork, Cloyne and Ross",047271010,30,14,10,25,2,0,10,0,1,0,1,0,2,5
047271008,ROI small area,"Cork, Cloyne and Ross",047271008,39,15,6,7,5,1,9,1,0,0,1,1,2,12
047107008,ROI small area,"Cork, Cloyne and Ross",047107008,21,11,3,20,2,1,4,0,0,1,6,0,1,2
047107007,ROI small area,"Cork, Cloyne and Ross",047107007,33,20,5,14,3,1,12,1,1,0,0,0,4,2
047106003,ROI small area,"Cork, Cloyne and Ross",047106003,17,15,4,63,12,0,7,1,2,0,1,0,2,1
047106015,ROI small area,"Cork, Cloyne and Ross",047106015,25,12,4,42,20,1,31,1,2,0,2,1,2,7
047152005,ROI small area,"Cork, Cloyne and Ross",047152005,47,18,6,20,5,0,9,1,2,1,3,0,0,7
047152006,ROI small area,"Cork, Cloyne and Ross",047152006,40,22,3,21,1,1,14,1,4,0,1,1,3,4
047072032,ROI small area,"Cork, Cloyne and Ross",047072032,19,12,2,50,10,2,16,1,0,2,4,0,0,6
047072033,ROI small area,"Cork, Cloyne and Ross",047072033,20,24,9,39,7,1,10,1,3,0,0,1,2,3
047072035,ROI small area,"Cork, Cloyne and Ross",047072035,25,18,4,40,2,0,14,1,4,0,1,1,1,2
047258009,ROI small area,"Cork, Cloyne and Ross",047258009,28,22,2,29,5,2,14,2,0,0,2,0,2,0
127020002,ROI small area,"Tuam, Limerick and Killaloe",127020002,57,11,6,32,6,3,18,2,0,0,2,3,0,1
047258007,ROI small area,"Cork, Cloyne and Ross",047258007,27,19,3,27,3,1,15,0,2,0,3,0,2,2
047258008,ROI small area,"Cork, Cloyne and Ross",047258008,39,17,2,24,4,2,16,0,2,0,1,0,3,1
047258006,ROI small area,"Cork, Cloyne and Ross",047258006,38,17,6,18,5,2,9,1,2,0,1,2,1,2
047258005,ROI small area,"Cork, Cloyne and Ross",047258005,38,13,7,9,4,0,3,1,3,0,0,0,1,1
047258019,ROI small area,"Cork, Cloyne and Ross",047258019,21,19,5,31,6,0,9,0,2,0,0,0,1,1
047258018,ROI small area,"Cork, Cloyne and Ross",047258018,22,17,1,22,3,1,4,0,0,0,0,1,1,0
047077001/03,ROI small area,"Cork, Cloyne and Ross",047077001/03,17,17,8,57,4,1,5,1,0,0,0,0,0,0
047151001,ROI small area,"Cork, Cloyne and Ross",047151001,43,22,1,18,3,2,4,2,4,2,2,0,3,2
227089003,ROI small area,"Cork, Cloyne and Ross",227089003,15,14,5,22,7,3,8,2,0,0,0,0,1,0
227089004,ROI small area,"Cork, Cloyne and Ross",227089004,35,19,9,21,3,3,3,0,3,0,1,0,3,2
047258012,ROI small area,"Cork, Cloyne and Ross",047258012,28,23,5,32,11,1,6,0,3,1,1,0,2,3
047279006,ROI small area,"Cork, Cloyne and Ross",047279006,5,6,0,54,3,0,5,1,1,0,1,1,1,2
047253020,ROI small area,"Cork, Cloyne and Ross",047253020,14,10,4,51,8,3,33,0,8,0,1,0,2,6
047253017,ROI small area,"Cork, Cloyne and Ross",047253017,25,33,4,34,5,3,8,2,0,0,1,3,3,2
047064015,ROI small area,"Cork, Cloyne and Ross",047064015,10,5,6,40,11,4,9,0,4,0,2,0,3,8
047064017,ROI small area,"Cork, Cloyne and Ross",047064017,15,17,2,55,1,0,5,1,2,0,0,0,2,2
047279011,ROI small area,"Cork, Cloyne and Ross",047279011,19,6,4,27,4,2,7,0,2,1,2,0,1,1
047064009,ROI small area,"Cork, Cloyne and Ross",047064009,4,9,3,45,4,0,11,1,0,1,1,4,2,6
047064005,ROI small area,"Cork, Cloyne and Ross",047064005,11,7,4,65,4,0,3,2,0,0,1,1,0,6
047279007,ROI small area,"Cork, Cloyne and Ross",047279007,11,18,2,33,0,2,4,0,2,0,1,2,0,0
048044005,ROI small area,"Cork, Cloyne and Ross",048044005,15,28,2,45,1,2,5,1,3,0,0,1,0,2
048042008,ROI small area,"Cork, Cloyne and Ross",048042008,30,31,2,22,0,2,3,1,1,1,3,0,3,2
127018034,ROI small area,"Tuam, Limerick and Killaloe",127018034,22,19,5,31,2,2,5,3,2,0,2,0,2,1
127018048,ROI small area,"Tuam, Limerick and Killaloe",127018048,22,23,2,28,2,1,13,5,3,0,0,3,5,9
047271020,ROI small area,"Cork, Cloyne and Ross",047271020,46,9,5,14,5,0,6,0,2,1,2,1,2,5
047107015,ROI small area,"Cork, Cloyne and Ross",047107015,40,22,4,11,5,0,7,2,0,0,1,1,4,6
047107017,ROI small area,"Cork, Cloyne and Ross",047107017,31,24,5,24,6,5,5,2,0,0,2,2,3,1
047106008,ROI small area,"Cork, Cloyne and Ross",047106008,24,25,4,32,3,2,18,0,6,0,2,1,1,2
047106006,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047284001,ROI small area,"Cork, Cloyne and Ross",047284001,13,13,5,62,8,3,11,4,1,0,2,1,0,1
047064023,ROI small area,"Cork, Cloyne and Ross",047064023,16,7,2,25,5,0,7,1,1,1,0,0,2,5
047064027,ROI small area,"Cork, Cloyne and Ross",047064027,9,23,2,37,2,2,3,1,1,0,0,1,0,0
047303016,ROI small area,"Cork, Cloyne and Ross",047303016,11,10,2,28,4,2,6,2,1,0,1,1,0,1
047106024,ROI small area,"Cork, Cloyne and Ross",047106024,19,15,4,32,5,2,10,2,3,2,0,0,1,0
047254009,ROI small area,"Cork, Cloyne and Ross",047254009,40,25,5,18,9,1,16,0,0,0,3,0,2,3
047254016,ROI small area,"Cork, Cloyne and Ross",047254016,52,8,12,12,3,1,7,1,0,0,0,1,3,7
047254015,ROI small area,"Cork, Cloyne and Ross",047254015,21,26,1,34,0,4,9,0,1,0,2,0,0,1
047105012,ROI small area,"Cork, Cloyne and Ross",047105012,20,3,6,57,16,0,24,0,2,0,0,1,2,5
047254014,ROI small area,"Cork, Cloyne and Ross",047254014,24,9,9,24,3,2,9,0,0,0,1,0,3,8
047254002,ROI small area,"Cork, Cloyne and Ross",047254002,23,12,3,31,6,4,28,2,2,1,3,0,1,3
047253004,ROI small area,"Cork, Cloyne and Ross",047253004,34,14,2,45,5,3,25,1,3,0,0,1,3,2
047254012,ROI small area,"Cork, Cloyne and Ross",047254012,22,12,2,19,8,2,9,3,0,0,1,2,3,2
047254010,ROI small area,"Cork, Cloyne and Ross",047254010,36,14,13,6,5,2,11,1,0,1,0,1,4,6
047254013,ROI small area,"Cork, Cloyne and Ross",047254013,36,11,4,17,3,1,4,0,2,0,1,1,4,2
227003002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047254005,ROI small area,"Cork, Cloyne and Ross",047254005,29,6,6,10,2,0,6,1,2,0,1,0,2,2
047254017,ROI small area,"Cork, Cloyne and Ross",047254017,15,15,8,21,3,1,5,1,0,1,0,0,2,6
047077015,ROI small area,"Cork, Cloyne and Ross",047077015,13,9,3,65,7,0,9,1,7,0,1,1,0,1
047105010,ROI small area,"Cork, Cloyne and Ross",047105010,15,11,1,63,1,0,10,0,2,0,0,0,2,2
047253008,ROI small area,"Cork, Cloyne and Ross",047253008,21,14,6,38,8,1,13,2,0,0,1,1,1,3
048043003,ROI small area,"Cork, Cloyne and Ross",048043003,39,22,2,43,4,5,10,0,1,0,2,2,2,8
047254004,ROI small area,"Cork, Cloyne and Ross",047254004,28,19,7,23,8,3,8,3,1,0,2,2,4,3
047254001,ROI small area,"Cork, Cloyne and Ross",047254001,40,7,7,8,4,1,6,1,2,0,3,0,5,2
047227005,ROI small area,"Cork, Cloyne and Ross",047227005,6,11,2,29,4,2,12,0,2,0,2,2,2,0
037099005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
037099006,ROI small area,"Tuam, Limerick and Killaloe",037099006,17,21,2,22,0,1,5,1,1,0,0,0,1,1
037099011,ROI small area,"Tuam, Limerick and Killaloe",037099011,33,3,1,7,7,2,7,1,3,0,1,2,1,1
048042003,ROI small area,"Cork, Cloyne and Ross",048042003,14,14,3,47,2,0,6,1,2,1,0,0,1,2
067013016,ROI small area,"Tuam, Limerick and Killaloe",067013016,19,2,7,14,3,0,6,1,0,0,0,0,0,2
067013005,ROI small area,"Tuam, Limerick and Killaloe",067013005,40,9,3,20,5,2,10,1,2,0,4,0,2,2
067013003,ROI small area,"Tuam, Limerick and Killaloe",067013003,21,16,4,36,10,3,13,1,2,0,4,1,4,3
067013017,ROI small area,"Tuam, Limerick and Killaloe",067013017,15,7,13,39,10,0,13,1,0,1,0,0,1,1
217009003,ROI small area,"Tuam, Limerick and Killaloe",217009003,25,11,2,32,2,0,6,2,2,0,1,2,2,5
217009011,ROI small area,"Tuam, Limerick and Killaloe",217009011,17,7,10,26,13,0,14,2,0,0,2,0,3,1
037059015,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
067170022,ROI small area,"Tuam, Limerick and Killaloe",067170022,38,10,13,40,12,2,14,0,3,1,2,1,3,14
067170010,ROI small area,"Tuam, Limerick and Killaloe",067170010,36,8,2,14,1,2,13,1,1,0,5,2,2,3
067170008,ROI small area,"Tuam, Limerick and Killaloe",067170008,35,5,0,8,1,2,9,1,1,0,0,0,1,4
067170020,ROI small area,"Tuam, Limerick and Killaloe",067170020,28,10,3,27,4,2,9,1,1,0,1,1,1,16
067032008,ROI small area,"Tuam, Limerick and Killaloe",067032008,27,13,10,29,1,4,5,0,2,0,0,1,2,1
067032003,ROI small area,"Tuam, Limerick and Killaloe",067032003,22,15,4,55,2,0,9,1,1,0,2,0,1,5
068001025,ROI small area,"Tuam, Limerick and Killaloe",068001025,17,8,7,28,6,1,11,2,1,0,0,2,2,6
068001029,ROI small area,"Tuam, Limerick and Killaloe",068001029,21,8,9,9,4,2,8,0,0,0,1,0,1,5
068001027,ROI small area,"Tuam, Limerick and Killaloe",068001027,23,10,8,17,5,0,5,3,2,0,1,0,4,16
067184006,ROI small area,"Tuam, Limerick and Killaloe",067184006,10,19,5,50,3,3,5,1,5,0,0,1,0,2
067184016,ROI small area,"Tuam, Limerick and Killaloe",067184016,20,6,2,32,3,0,5,1,0,0,0,0,3,5
068006002,ROI small area,"Tuam, Limerick and Killaloe",068006002,25,12,4,13,1,2,11,0,1,0,1,0,7,29
068006008,ROI small area,"Tuam, Limerick and Killaloe",068006008,13,14,1,13,1,0,3,4,2,0,1,1,3,23
068006015,ROI small area,"Tuam, Limerick and Killaloe",068006015,24,19,4,29,6,1,8,2,3,0,3,1,5,10
187036002,ROI small area,Meath and Kildare,187036002,30,10,0,23,3,2,7,3,3,0,2,1,6,2
187036014,ROI small area,Meath and Kildare,187036014,18,23,1,23,3,1,7,1,3,0,0,1,3,1
187036010,ROI small area,Meath and Kildare,187036010,11,5,2,39,11,1,6,0,1,0,3,1,0,4
187036013,ROI small area,Meath and Kildare,187036013,20,14,3,31,15,5,30,3,3,0,4,9,1,2
068003032,ROI small area,"Tuam, Limerick and Killaloe",068003032,13,10,11,25,9,2,10,2,3,2,1,0,4,13
068003037,ROI small area,"Tuam, Limerick and Killaloe",068003037,26,13,2,41,3,1,4,1,3,0,1,2,3,18
068018004,ROI small area,"Tuam, Limerick and Killaloe",068018004,34,14,5,23,2,0,9,2,2,0,2,3,1,21
068003025,ROI small area,"Tuam, Limerick and Killaloe",068003025,18,6,9,23,2,2,8,1,1,0,1,1,0,5
068003056,ROI small area,"Tuam, Limerick and Killaloe",068003056,22,6,4,17,4,0,2,1,1,0,0,0,0,12
068018001,ROI small area,"Tuam, Limerick and Killaloe",068018001,20,36,11,32,0,1,2,4,2,0,0,2,2,8
068003022,ROI small area,"Tuam, Limerick and Killaloe",068003022,29,21,5,39,3,1,6,1,0,1,1,0,0,8
068003034,ROI small area,"Tuam, Limerick and Killaloe",068003034,25,27,3,30,2,0,9,3,1,0,1,3,1,3
068003042,ROI small area,"Tuam, Limerick and Killaloe",068003042,15,6,8,20,6,0,7,1,2,0,2,1,2,7
068003050,ROI small area,"Tuam, Limerick and Killaloe",068003050,14,6,2,34,2,0,12,3,4,0,0,1,2,4
068004002,ROI small area,"Tuam, Limerick and Killaloe",068004002,15,6,20,9,6,1,9,5,2,1,3,1,2,36
068010003,ROI small area,"Tuam, Limerick and Killaloe",068010003,35,24,5,26,3,2,6,1,1,0,1,1,2,8
068017005,ROI small area,"Tuam, Limerick and Killaloe",068017005,30,21,1,31,2,5,7,1,1,1,1,3,4,6
068021003,ROI small area,"Tuam, Limerick and Killaloe",068021003,12,3,5,19,0,1,4,3,2,0,2,2,7,27
068021011,ROI small area,"Tuam, Limerick and Killaloe",068021011,7,3,2,17,2,4,7,4,4,1,3,0,4,40
068021006,ROI small area,"Tuam, Limerick and Killaloe",068021006,34,29,13,27,2,1,7,2,3,0,1,1,3,15
068020007,ROI small area,"Tuam, Limerick and Killaloe",068020007,40,7,15,3,2,0,1,1,1,1,0,0,3,32
068003047,ROI small area,"Tuam, Limerick and Killaloe",068003047,25,10,4,44,4,3,16,4,0,1,1,0,2,10
047258011,ROI small area,"Cork, Cloyne and Ross",047258011,19,16,1,36,9,0,11,0,1,0,1,1,1,0
047253016,ROI small area,"Cork, Cloyne and Ross",047253016,15,21,3,52,4,1,11,3,7,0,1,1,0,0
037059013,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
068021001,ROI small area,"Tuam, Limerick and Killaloe",068021001,26,20,4,57,13,3,19,0,1,0,3,5,0,15
068021002,ROI small area,"Tuam, Limerick and Killaloe",068021002,19,10,2,33,5,6,27,3,2,0,7,2,0,12
067055006,ROI small area,"Tuam, Limerick and Killaloe",067055006,23,12,10,21,4,0,3,2,1,0,1,0,0,4
047072041,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047107019,ROI small area,"Cork, Cloyne and Ross",047107019,13,16,4,22,4,3,8,0,3,1,1,0,2,2
047107018,ROI small area,"Cork, Cloyne and Ross",047107018,19,26,3,42,6,3,12,1,1,0,1,0,1,3
047106021,ROI small area,"Cork, Cloyne and Ross",047106021,11,10,1,37,7,0,0,0,2,0,1,0,1,1
047106022,ROI small area,"Cork, Cloyne and Ross",047106022,3,8,3,40,6,1,6,1,1,0,1,1,0,2
047107001,ROI small area,"Cork, Cloyne and Ross",047107001,22,23,5,32,14,1,15,1,0,1,4,0,3,1
047106023,ROI small area,"Cork, Cloyne and Ross",047106023,29,11,4,32,10,1,16,0,4,1,1,2,1,2
067154008,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
067154007,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
067101004,ROI small area,"Tuam, Limerick and Killaloe",067101004,20,3,8,24,7,2,11,2,2,0,0,1,0,6
068017003,ROI small area,"Tuam, Limerick and Killaloe",068017003,41,19,1,18,2,0,8,4,2,0,2,0,9,7
068003002,ROI small area,"Tuam, Limerick and Killaloe",068003002,38,8,9,26,3,0,8,1,1,0,0,1,1,16
047106020,ROI small area,"Cork, Cloyne and Ross",047106020,31,16,12,18,5,0,2,2,1,0,1,1,0,6
067170002,ROI small area,"Tuam, Limerick and Killaloe",067170002,42,18,10,49,7,1,14,0,2,1,1,0,2,5
067170026,ROI small area,"Tuam, Limerick and Killaloe",067170026,37,13,6,8,4,3,4,1,0,0,1,0,1,5
068003001,ROI small area,"Tuam, Limerick and Killaloe",068003001,23,18,3,33,5,0,5,1,4,0,0,1,2,10
068003005,ROI small area,"Tuam, Limerick and Killaloe",068003005,20,16,5,23,2,3,8,3,1,0,0,1,2,5
068003010,ROI small area,"Tuam, Limerick and Killaloe",068003010,22,33,3,42,3,1,9,5,2,0,2,2,2,5
068017004,ROI small area,"Tuam, Limerick and Killaloe",068017004,14,26,3,18,0,0,3,2,5,0,0,1,2,7
068017001,ROI small area,"Tuam, Limerick and Killaloe",068017001,15,27,1,33,0,0,7,0,4,0,1,0,2,6
068017002,ROI small area,"Tuam, Limerick and Killaloe",068017002,22,19,5,19,2,0,4,2,0,0,1,0,4,11
068017006,ROI small area,"Tuam, Limerick and Killaloe",068017006,28,19,1,33,1,0,4,0,5,0,2,1,3,7
068003003,ROI small area,"Tuam, Limerick and Killaloe",068003003,45,13,8,35,4,5,6,0,6,0,1,0,3,7
068006001,ROI small area,"Tuam, Limerick and Killaloe",068006001,20,10,2,10,4,2,9,6,3,1,1,1,0,15
068018015,ROI small area,"Tuam, Limerick and Killaloe",068018015,22,13,6,15,1,1,7,2,1,0,0,0,3,12
067170023,ROI small area,"Tuam, Limerick and Killaloe",067170023,26,15,3,24,1,2,17,0,1,0,3,1,1,4
068003009,ROI small area,"Tuam, Limerick and Killaloe",068003009,26,10,5,29,8,0,7,1,4,0,1,1,0,13
068003048,ROI small area,"Tuam, Limerick and Killaloe",068003048,26,14,4,37,8,1,18,3,4,0,2,0,2,14
068018003,ROI small area,"Tuam, Limerick and Killaloe",068018003,31,7,8,22,1,3,5,2,1,1,0,1,2,19
068005008,ROI small area,"Tuam, Limerick and Killaloe",068005008,33,22,5,22,2,0,6,0,3,0,1,0,2,12
068007001,ROI small area,"Tuam, Limerick and Killaloe",068007001,12,8,6,2,0,0,2,4,1,0,0,0,3,29
068018009/01,ROI small area,"Tuam, Limerick and Killaloe",068018009/01,22,13,4,26,2,0,6,1,0,0,1,0,4,7
068018009/02,ROI small area,"Tuam, Limerick and Killaloe",068018009/02,49,7,3,7,0,0,0,2,2,0,0,1,1,5
068007003,ROI small area,"Tuam, Limerick and Killaloe",068007003,26,11,6,7,1,1,3,2,1,1,1,1,4,20
068021009,ROI small area,"Tuam, Limerick and Killaloe",068021009,24,8,1,23,2,1,5,3,1,0,1,0,0,7
068021008,ROI small area,"Tuam, Limerick and Killaloe",068021008,20,15,4,21,4,3,4,3,1,0,0,1,1,13
047253027,ROI small area,"Cork, Cloyne and Ross",047253027,1,1,3,44,9,2,28,2,2,0,2,0,1,1
068003038,ROI small area,"Tuam, Limerick and Killaloe",068003038,17,11,4,31,2,0,10,0,5,0,1,1,1,6
067213002,ROI small area,"Tuam, Limerick and Killaloe",067213002,11,21,6,30,3,2,1,1,2,0,1,0,2,8
068019004,ROI small area,"Tuam, Limerick and Killaloe",068019004,25,12,7,13,1,0,5,1,0,0,0,0,3,19
068021007,ROI small area,"Tuam, Limerick and Killaloe",068021007,20,16,1,18,4,1,7,2,1,0,3,1,7,8
068019001,ROI small area,"Tuam, Limerick and Killaloe",068019001,36,6,3,11,1,0,9,6,1,0,2,0,1,13
068005011,ROI small area,"Tuam, Limerick and Killaloe",068005011,35,11,12,10,2,0,3,3,0,0,1,1,4,38
068005005,ROI small area,"Tuam, Limerick and Killaloe",068005005,31,21,6,19,0,1,5,6,2,0,3,0,5,14
068011007,ROI small area,"Tuam, Limerick and Killaloe",068011007,32,18,8,12,3,2,6,4,3,0,1,2,3,12
068001007,ROI small area,"Tuam, Limerick and Killaloe",068001007,23,14,8,17,5,0,8,3,1,0,3,1,4,16
047253022,ROI small area,"Cork, Cloyne and Ross",047253022,22,7,5,45,8,2,11,1,0,0,1,1,1,3
047253021,ROI small area,"Cork, Cloyne and Ross",047253021,23,18,10,71,13,1,9,2,3,2,5,0,4,4
047323024,ROI small area,"Cork, Cloyne and Ross",047323024,19,4,9,26,20,0,20,1,2,0,4,0,0,3
047105007,ROI small area,"Cork, Cloyne and Ross",047105007,25,19,1,32,5,2,3,1,0,0,1,0,2,8
047323027,ROI small area,"Cork, Cloyne and Ross",047323027,37,9,3,14,8,6,24,0,1,0,4,0,3,2
067101005,ROI small area,"Tuam, Limerick and Killaloe",067101005,23,10,4,11,2,0,6,2,0,0,1,2,3,6
068016007,ROI small area,"Tuam, Limerick and Killaloe",068016007,29,7,0,10,1,0,5,2,1,0,0,0,1,7
047106016,ROI small area,"Cork, Cloyne and Ross",047106016,25,12,4,37,5,2,13,1,2,0,1,1,1,2
047271007,ROI small area,"Cork, Cloyne and Ross",047271007,14,15,2,39,2,1,8,0,2,0,1,1,1,3
047271013,ROI small area,"Cork, Cloyne and Ross",047271013,14,19,3,32,9,1,13,0,4,0,3,3,3,6
047271004,ROI small area,"Cork, Cloyne and Ross",047271004,6,4,5,52,4,1,10,0,3,1,0,2,1,1
047271015,ROI small area,"Cork, Cloyne and Ross",047271015,15,9,5,44,5,2,9,1,1,0,0,0,1,3
037009016,ROI small area,"Tuam, Limerick and Killaloe",037009016,25,11,12,41,12,0,15,1,1,0,4,0,0,13
127026003,ROI small area,"Tuam, Limerick and Killaloe",127026003,22,2,0,4,0,0,0,3,1,0,0,0,0,52
037021001,ROI small area,"Tuam, Limerick and Killaloe",037021001,21,1,0,3,0,0,0,0,0,0,0,0,3,57
068015004,ROI small area,"Tuam, Limerick and Killaloe",068015004,25,11,3,13,2,2,12,1,2,0,1,1,3,16
067101003,ROI small area,"Tuam, Limerick and Killaloe",067101003,21,4,1,27,9,0,8,1,2,1,2,2,2,5
067101008,ROI small area,"Tuam, Limerick and Killaloe",067101008,35,7,5,20,3,1,8,2,4,0,2,2,0,20
068006005,ROI small area,"Tuam, Limerick and Killaloe",068006005,12,8,1,9,2,0,5,0,1,0,1,0,2,11
068006003,ROI small area,"Tuam, Limerick and Killaloe",068006003,36,9,5,24,4,3,2,3,1,0,2,1,2,20
068011008,ROI small area,"Tuam, Limerick and Killaloe",068011008,31,16,3,11,4,4,11,1,1,0,2,1,9,5
067170021,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
067170024,ROI small area,"Tuam, Limerick and Killaloe",067170024,32,11,2,30,4,2,10,0,0,0,2,0,1,4
068003011,ROI small area,"Tuam, Limerick and Killaloe",068003011,42,6,5,44,3,2,13,4,2,0,1,1,1,9
068003018,ROI small area,"Tuam, Limerick and Killaloe",068003018,28,9,4,45,4,0,7,0,1,0,0,0,2,7
068003015,ROI small area,"Tuam, Limerick and Killaloe",068003015,15,26,3,32,3,1,7,2,2,0,3,1,4,7
