area_code,type,diocese,sa_2022_code,catholic,other_religion,no_religion,not_stated
047132073,ROI small area,"Cork, Cloyne and Ross",047132073,138,34,37,7
047016027,ROI small area,"Cork, Cloyne and Ross",047016027,181,44,39,7
047072028,ROI small area,"Cork, Cloyne and Ross",047072028,248,31,61,13
047072031,ROI small area,"Cork, Cloyne and Ross",047072031,125,19,61,20
047072027,ROI small area,"Cork, Cloyne and Ross",047072027,252,33,87,11
047072030,ROI small area,"Cork, Cloyne and Ross",047072030,183,23,38,2
047132012,ROI small area,"Cork, Cloyne and Ross",047132012,282,30,54,17
047132001,ROI small area,"Cork, Cloyne and Ross",047132001,154,10,40,17
047016008,ROI small area,"Cork, Cloyne and Ross",047016008,352,11,21,5
047016052,ROI small area,"Cork, Cloyne and Ross",047016052,214,1,36,6
047016024,ROI small area,"Cork, Cloyne and Ross",047016024,189,21,48,14
048070006,ROI small area,"Cork, Cloyne and Ross",048070006,178,21,57,4
048070010,ROI small area,"Cork, Cloyne and Ross",048070010,214,32,43,1
047132070,ROI small area,"Cork, Cloyne and Ross",047132070,207,18,38,15
047132039,ROI small area,"Cork, Cloyne and Ross",047132039,237,25,63,19
048009008,ROI small area,"Cork, Cloyne and Ross",048009008,182,39,48,16
048007004,ROI small area,"Cork, Cloyne and Ross",048007004,110,30,16,9
048008013,ROI small area,"Cork, Cloyne and Ross",048008013,211,20,59,14
047132060,ROI small area,"Cork, Cloyne and Ross",047132060,203,7,61,11
048070003,ROI small area,"Cork, Cloyne and Ross",048070003,149,13,60,6
047132020,ROI small area,"Cork, Cloyne and Ross",047132020,201,17,38,11
048070011,ROI small area,"Cork, Cloyne and Ross",048070011,120,21,54,9
048044007,ROI small area,"Cork, Cloyne and Ross",048044007,234,8,42,14
048041001,ROI small area,"Cork, Cloyne and Ross",048041001,161,12,52,5
048053006,ROI small area,"Cork, Cloyne and Ross",048053006,48,50,75,99
048012010,ROI small area,"Cork, Cloyne and Ross",048012010,75,56,86,62
048024006,ROI small area,"Cork, Cloyne and Ross",048024006,285,28,44,28
077160041,ROI small area,"Tuam, Limerick and Killaloe",077160041,145,16,25,38
047132062,ROI small area,"Cork, Cloyne and Ross",047132062,138,11,38,24
047132056,ROI small area,"Cork, Cloyne and Ross",047132056,137,39,43,8
047243001,ROI small area,"Cork, Cloyne and Ross",047243001,122,10,18,12
047072015,ROI small area,"Cork, Cloyne and Ross",047072015,274,29,34,1
047235005,ROI small area,"Cork, Cloyne and Ross",047235005,260,41,79,7
048005004,ROI small area,"Cork, Cloyne and Ross",048005004,190,6,25,4
048048003,ROI small area,"Cork, Cloyne and Ross",048048003,186,15,39,8
047132058,ROI small area,"Cork, Cloyne and Ross",047132058,139,14,37,18
047132044,ROI small area,"Cork, Cloyne and Ross",047132044,196,7,42,2
077160058,ROI small area,"Tuam, Limerick and Killaloe",077160058,145,11,20,20
077160005,ROI small area,"Tuam, Limerick and Killaloe",077160005,108,21,21,48
047114005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047054011,ROI small area,"Cork, Cloyne and Ross",047054011,166,11,27,7
047132065,ROI small area,"Cork, Cloyne and Ross",047132065,163,24,50,9
047132066,ROI small area,"Cork, Cloyne and Ross",047132066,292,17,76,16
047016058,ROI small area,"Cork, Cloyne and Ross",047016058,135,15,29,29
048070004,ROI small area,"Cork, Cloyne and Ross",048070004,227,40,48,5
048070002,ROI small area,"Cork, Cloyne and Ross",048070002,211,18,64,18
047235014,ROI small area,"Cork, Cloyne and Ross",047235014,256,44,32,56
047132041,ROI small area,"Cork, Cloyne and Ross",047132041,233,58,55,46
047132042,ROI small area,"Cork, Cloyne and Ross",047132042,126,31,38,10
128011006,ROI small area,"Tuam, Limerick and Killaloe",128011006,223,7,33,3
128028001,ROI small area,"Tuam, Limerick and Killaloe",128028001,188,6,23,12
127105025,ROI small area,"Tuam, Limerick and Killaloe",127105025,198,23,48,12
128021003,ROI small area,"Tuam, Limerick and Killaloe",128021003,141,19,35,60
128021002,ROI small area,"Tuam, Limerick and Killaloe",128021002,63,32,27,77
128029002,ROI small area,"Tuam, Limerick and Killaloe",128029002,105,41,43,66
128035005,ROI small area,"Tuam, Limerick and Killaloe",128035005,183,8,22,46
128029008,ROI small area,"Tuam, Limerick and Killaloe",128029008,40,42,27,102
037057053,ROI small area,"Tuam, Limerick and Killaloe",037057053,325,43,41,16
047132068,ROI small area,"Cork, Cloyne and Ross",047132068,213,17,32,11
047132077,ROI small area,"Cork, Cloyne and Ross",047132077,151,9,45,45
037057041,ROI small area,"Tuam, Limerick and Killaloe",037057041,191,33,51,12
037057045,ROI small area,"Tuam, Limerick and Killaloe",037057045,118,19,15,11
037057046,ROI small area,"Tuam, Limerick and Killaloe",037057046,119,33,14,7
037057048,ROI small area,"Tuam, Limerick and Killaloe",037057048,257,39,42,17
037057047,ROI small area,"Tuam, Limerick and Killaloe",037057047,235,36,48,12
037134001,ROI small area,"Tuam, Limerick and Killaloe",037134001,153,8,36,12
127105007,ROI small area,"Tuam, Limerick and Killaloe",127105007,165,15,34,3
128030003,ROI small area,"Tuam, Limerick and Killaloe",128030003,144,23,14,57
077160036,ROI small area,"Tuam, Limerick and Killaloe",077160036,181,249,21,19
128027002,ROI small area,"Tuam, Limerick and Killaloe",128027002,234,4,26,3
128036006,ROI small area,"Tuam, Limerick and Killaloe",128036006,193,19,23,3
047132004,ROI small area,"Cork, Cloyne and Ross",047132004,214,11,62,2
047132038,ROI small area,"Cork, Cloyne and Ross",047132038,134,15,29,8
047132021,ROI small area,"Cork, Cloyne and Ross",047132021,240,34,75,23
077160055,ROI small area,"Tuam, Limerick and Killaloe",077160055,211,60,27,8
077160068,ROI small area,"Tuam, Limerick and Killaloe",077160068,131,31,33,33
077160065,ROI small area,"Tuam, Limerick and Killaloe",077160065,210,61,53,15
077160047,ROI small area,"Tuam, Limerick and Killaloe",077160047,223,63,45,16
077160057,ROI small area,"Tuam, Limerick and Killaloe",077160057,94,30,28,11
077160039,ROI small area,"Tuam, Limerick and Killaloe",077160039,210,104,38,28
077160072,ROI small area,"Tuam, Limerick and Killaloe",077160072,139,28,29,12
077160073,ROI small area,"Tuam, Limerick and Killaloe",077160073,138,5,20,5
077160064,ROI small area,"Tuam, Limerick and Killaloe",077160064,167,29,21,17
037027036,ROI small area,"Tuam, Limerick and Killaloe",037027036,160,33,37,7
037027035,ROI small area,"Tuam, Limerick and Killaloe",037027035,106,69,30,45
037027034,ROI small area,"Tuam, Limerick and Killaloe",037027034,134,100,40,99
037027015,ROI small area,"Tuam, Limerick and Killaloe",037027015,195,23,31,6
037128002,ROI small area,"Tuam, Limerick and Killaloe",037128002,320,27,45,18
037057014,ROI small area,"Tuam, Limerick and Killaloe",037057014,173,47,44,5
037156006,ROI small area,"Tuam, Limerick and Killaloe",037156006,178,41,91,16
037156005,ROI small area,"Tuam, Limerick and Killaloe",037156005,128,27,41,5
037057004,ROI small area,"Tuam, Limerick and Killaloe",037057004,106,65,40,19
037057039,ROI small area,"Tuam, Limerick and Killaloe",037057039,163,23,44,10
037057067,ROI small area,"Tuam, Limerick and Killaloe",037057067,211,66,44,15
037057035,ROI small area,"Tuam, Limerick and Killaloe",037057035,155,9,26,8
128010001,ROI small area,"Tuam, Limerick and Killaloe",128010001,228,23,36,19
128010005,ROI small area,"Tuam, Limerick and Killaloe",128010005,96,8,52,173
128018002,ROI small area,"Tuam, Limerick and Killaloe",128018002,248,14,40,34
128029001,ROI small area,"Tuam, Limerick and Killaloe",128029001,145,40,29,27
128007006,ROI small area,"Tuam, Limerick and Killaloe",128007006,138,14,23,32
127105003,ROI small area,"Tuam, Limerick and Killaloe",127105003,146,7,28,15
128035006,ROI small area,"Tuam, Limerick and Killaloe",128035006,225,25,43,16
128018003,ROI small area,"Tuam, Limerick and Killaloe",128018003,164,16,35,18
128018001,ROI small area,"Tuam, Limerick and Killaloe",128018001,124,10,40,22
128009001,ROI small area,"Tuam, Limerick and Killaloe",128009001,64,21,34,56
128007004,ROI small area,"Tuam, Limerick and Killaloe",128007004,196,8,18,52
128025004,ROI small area,"Tuam, Limerick and Killaloe",128025004,46,6,22,92
128026001,ROI small area,"Tuam, Limerick and Killaloe",128026001,109,13,33,73
128007005,ROI small area,"Tuam, Limerick and Killaloe",128007005,139,18,13,19
128018004,ROI small area,"Tuam, Limerick and Killaloe",128018004,169,10,74,10
128010004,ROI small area,"Tuam, Limerick and Killaloe",128010004,176,12,40,13
128008003,ROI small area,"Tuam, Limerick and Killaloe",128008003,136,25,56,36
128008001,ROI small area,"Tuam, Limerick and Killaloe",128008001,164,11,59,6
128016001,ROI small area,"Tuam, Limerick and Killaloe",128016001,104,27,56,55
128030002,ROI small area,"Tuam, Limerick and Killaloe",128030002,124,21,19,60
128015002,ROI small area,"Tuam, Limerick and Killaloe",128015002,51,31,37,41
128033004,ROI small area,"Tuam, Limerick and Killaloe",128033004,27,30,30,73
127105016,ROI small area,"Tuam, Limerick and Killaloe",127105016,128,12,27,15
048009010,ROI small area,"Cork, Cloyne and Ross",048009010,179,18,40,18
048008016,ROI small area,"Cork, Cloyne and Ross",048008016,205,31,49,15
047072014,ROI small area,"Cork, Cloyne and Ross",047072014,167,11,14,5
077007002,ROI small area,"Tuam, Limerick and Killaloe",077007002,245,6,31,15
077136002/02,ROI small area,"Tuam, Limerick and Killaloe",077136002/02,241,48,51,16
077136002/01,ROI small area,"Tuam, Limerick and Killaloe",077136002/01,119,15,9,25
077136001,ROI small area,"Tuam, Limerick and Killaloe",077136001,134,12,16,7
077161010,ROI small area,"Tuam, Limerick and Killaloe",077161010,118,49,37,12
077160010,ROI small area,"Tuam, Limerick and Killaloe",077160010,167,15,35,3
077160012,ROI small area,"Tuam, Limerick and Killaloe",077160012,193,29,20,11
077160011,ROI small area,"Tuam, Limerick and Killaloe",077160011,205,9,9,46
077160020,ROI small area,"Tuam, Limerick and Killaloe",077160020,113,38,40,2
077160018,ROI small area,"Tuam, Limerick and Killaloe",077160018,104,16,20,71
077160003,ROI small area,"Tuam, Limerick and Killaloe",077160003,176,17,25,34
077161016,ROI small area,"Tuam, Limerick and Killaloe",077161016,114,20,24,36
077160004,ROI small area,"Tuam, Limerick and Killaloe",077160004,251,58,64,24
128032006,ROI small area,"Tuam, Limerick and Killaloe",128032006,242,18,20,20
037128004,ROI small area,"Tuam, Limerick and Killaloe",037128004,387,20,54,22
037026009,ROI small area,"Tuam, Limerick and Killaloe",037026009,507,82,117,8
037057026,ROI small area,"Tuam, Limerick and Killaloe",037057026,233,26,37,7
037156004,ROI small area,"Tuam, Limerick and Killaloe",037156004,154,7,30,5
037156002,ROI small area,"Tuam, Limerick and Killaloe",037156002,113,14,16,6
037057029,ROI small area,"Tuam, Limerick and Killaloe",037057029,118,19,13,21
037057062,ROI small area,"Tuam, Limerick and Killaloe",037057062,163,47,35,39
037057030,ROI small area,"Tuam, Limerick and Killaloe",037057030,153,41,10,16
037057071,ROI small area,"Tuam, Limerick and Killaloe",037057071,253,24,48,12
037057043,ROI small area,"Tuam, Limerick and Killaloe",037057043,143,29,35,12
037057042,ROI small area,"Tuam, Limerick and Killaloe",037057042,199,59,46,42
037057033,ROI small area,"Tuam, Limerick and Killaloe",037057033,237,8,34,21
037057031,ROI small area,"Tuam, Limerick and Killaloe",037057031,182,11,32,7
128001012,ROI small area,"Tuam, Limerick and Killaloe",128001012,86,37,38,96
128002001,ROI small area,"Tuam, Limerick and Killaloe",128002001,77,23,35,29
128001001,ROI small area,"Tuam, Limerick and Killaloe",128001001,148,9,27,78
037009013,ROI small area,"Tuam, Limerick and Killaloe",037009013,187,6,34,20
128007001,ROI small area,"Tuam, Limerick and Killaloe",128007001,222,14,43,9
037009003,ROI small area,"Tuam, Limerick and Killaloe",037009003,237,12,44,6
037143007,ROI small area,"Tuam, Limerick and Killaloe",037143007,229,12,21,14
128036009,ROI small area,"Tuam, Limerick and Killaloe",128036009,187,5,22,30
128027006,ROI small area,"Tuam, Limerick and Killaloe",128027006,198,28,7,12
128024002,ROI small area,"Tuam, Limerick and Killaloe",128024002,205,14,6,12
128012006,ROI small area,"Tuam, Limerick and Killaloe",128012006,186,6,38,1
128007003,ROI small area,"Tuam, Limerick and Killaloe",128007003,204,18,23,12
128002003,ROI small area,"Tuam, Limerick and Killaloe",128002003,257,48,58,28
047033012,ROI small area,"Cork, Cloyne and Ross",047033012,114,31,29,6
047239003,ROI small area,"Cork, Cloyne and Ross",047239003,257,44,53,8
047239008,ROI small area,"Cork, Cloyne and Ross",047239008,331,26,92,4
127105004,ROI small area,"Tuam, Limerick and Killaloe",127105004,230,27,38,12
128012004,ROI small area,"Tuam, Limerick and Killaloe",128012004,160,18,19,1
127105014,ROI small area,"Tuam, Limerick and Killaloe",127105014,158,7,41,13
077161007,ROI small area,"Tuam, Limerick and Killaloe",077161007,35,33,24,202
077161030,ROI small area,"Tuam, Limerick and Killaloe",077161030,51,22,17,56
127105011,ROI small area,"Tuam, Limerick and Killaloe",127105011,181,26,26,19
128012005,ROI small area,"Tuam, Limerick and Killaloe",128012005,189,7,38,4
128036013,ROI small area,"Tuam, Limerick and Killaloe",128036013,304,14,46,2
117027009,ROI small area,"Kilmore, Elphin and Ardagh",117027009,147,12,50,21
117063004,ROI small area,"Kilmore, Elphin and Ardagh",117063004,86,10,19,13
117063003,ROI small area,"Kilmore, Elphin and Ardagh",117063003,107,20,26,6
117063005,ROI small area,"Kilmore, Elphin and Ardagh",117063005,226,42,28,6
027083002,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
077161013/077161014,ROI small area,"Tuam, Limerick and Killaloe",077161013/077161014,115,14,37,75
077161022,ROI small area,"Tuam, Limerick and Killaloe",077161022,96,17,22,87
077161004,ROI small area,"Tuam, Limerick and Killaloe",077161004,119,26,36,49
077160006,ROI small area,"Tuam, Limerick and Killaloe",077160006,124,15,19,9
077161009,ROI small area,"Tuam, Limerick and Killaloe",077161009,120,27,17,114
077161025,ROI small area,"Tuam, Limerick and Killaloe",077161025,102,32,17,39
037154001,ROI small area,"Tuam, Limerick and Killaloe",037154001,169,25,26,11
037058001,ROI small area,"Tuam, Limerick and Killaloe",037058001,113,93,65,81
077161024,ROI small area,"Tuam, Limerick and Killaloe",077161024,115,7,11,16
077161028,ROI small area,"Tuam, Limerick and Killaloe",077161028,93,72,22,24
077161021,ROI small area,"Tuam, Limerick and Killaloe",077161021,102,117,42,78
077160059,ROI small area,"Tuam, Limerick and Killaloe",077160059,148,15,46,20
167082024,ROI small area,Meath and Kildare,167082024,197,56,45,2
167038019,ROI small area,Meath and Kildare,167038019,280,13,71,7
037058009,ROI small area,"Tuam, Limerick and Killaloe",037058009,180,42,39,22
037058011,ROI small area,"Tuam, Limerick and Killaloe",037058011,105,18,22,40
037156008,ROI small area,"Tuam, Limerick and Killaloe",037156008,95,12,21,28
037058004/037058005,ROI small area,"Tuam, Limerick and Killaloe",037058004/037058005,100,47,34,58
128036010,ROI small area,"Tuam, Limerick and Killaloe",128036010,169,4,19,5
037154004,ROI small area,"Tuam, Limerick and Killaloe",037154004,95,42,24,16
128024003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
128007009,ROI small area,"Tuam, Limerick and Killaloe",128007009,130,18,22,9
128007010,ROI small area,"Tuam, Limerick and Killaloe",128007010,239,13,16,14
128007007/128007011,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037009007,ROI small area,"Tuam, Limerick and Killaloe",037009007,182,31,49,22
037009012,ROI small area,"Tuam, Limerick and Killaloe",037009012,132,17,28,19
037009011,ROI small area,"Tuam, Limerick and Killaloe",037009011,130,28,28,5
037006003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
127106006,ROI small area,"Tuam, Limerick and Killaloe",127106006,108,4,20,116
128011003,ROI small area,"Tuam, Limerick and Killaloe",128011003,199,53,73,7
128017002,ROI small area,"Tuam, Limerick and Killaloe",128017002,231,16,56,4
128014005/128014006,ROI small area,"Tuam, Limerick and Killaloe",128014005/128014006,83,45,41,154
128024004,ROI small area,"Tuam, Limerick and Killaloe",128024004,140,21,3,5
128002010,ROI small area,"Tuam, Limerick and Killaloe",128002010,183,32,16,26
127026015,ROI small area,"Tuam, Limerick and Killaloe",127026015,84,62,67,22
128011001,ROI small area,"Tuam, Limerick and Killaloe",128011001,169,11,46,9
128011007,ROI small area,"Tuam, Limerick and Killaloe",128011007,175,23,34,4
128036014,ROI small area,"Tuam, Limerick and Killaloe",128036014,190,15,48,2
127105008,ROI small area,"Tuam, Limerick and Killaloe",127105008,104,26,32,4
127026014,ROI small area,"Tuam, Limerick and Killaloe",127026014,119,54,35,40
127026013,ROI small area,"Tuam, Limerick and Killaloe",127026013,170,23,61,36
127026006,ROI small area,"Tuam, Limerick and Killaloe",127026006,148,40,45,24
077160026,ROI small area,"Tuam, Limerick and Killaloe",077160026,131,20,18,10
128025003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037057055,ROI small area,"Tuam, Limerick and Killaloe",037057055,165,56,38,29
077160023,ROI small area,"Tuam, Limerick and Killaloe",077160023,138,8,14,12
077160032,ROI small area,"Tuam, Limerick and Killaloe",077160032,129,25,22,21
128036012,ROI small area,"Tuam, Limerick and Killaloe",128036012,221,20,42,11
128002004,ROI small area,"Tuam, Limerick and Killaloe",128002004,152,39,42,18
127105013,ROI small area,"Tuam, Limerick and Killaloe",127105013,143,28,46,6
048004001,ROI small area,"Cork, Cloyne and Ross",048004001,165,18,40,11
048074001,ROI small area,"Cork, Cloyne and Ross",048074001,174,13,36,6
077160015,ROI small area,"Tuam, Limerick and Killaloe",077160015,216,21,33,3
077160002,ROI small area,"Tuam, Limerick and Killaloe",077160002,115,3,9,14
037057006,ROI small area,"Tuam, Limerick and Killaloe",037057006,149,22,34,20
077160013,ROI small area,"Tuam, Limerick and Killaloe",077160013,179,10,10,5
077160028,ROI small area,"Tuam, Limerick and Killaloe",077160028,245,46,34,21
037057066,ROI small area,"Tuam, Limerick and Killaloe",037057066,137,11,28,8
037057034,ROI small area,"Tuam, Limerick and Killaloe",037057034,157,56,28,81
077160049,ROI small area,"Tuam, Limerick and Killaloe",077160049,206,28,32,13
077160054,ROI small area,"Tuam, Limerick and Killaloe",077160054,145,61,38,24
128031001,ROI small area,"Tuam, Limerick and Killaloe",128031001,135,19,24,23
128023001,ROI small area,"Tuam, Limerick and Killaloe",128023001,188,10,27,17
128032007,ROI small area,"Tuam, Limerick and Killaloe",128032007,216,5,26,17
037027012,ROI small area,"Tuam, Limerick and Killaloe",037027012,204,15,38,4
037027038,ROI small area,"Tuam, Limerick and Killaloe",037027038,132,7,23,1
037057015,ROI small area,"Tuam, Limerick and Killaloe",037057015,247,50,43,39
037057013,ROI small area,"Tuam, Limerick and Killaloe",037057013,152,15,37,19
128017001,ROI small area,"Tuam, Limerick and Killaloe",128017001,93,76,46,6
037057036,ROI small area,"Tuam, Limerick and Killaloe",037057036,114,49,31,61
037057037,ROI small area,"Tuam, Limerick and Killaloe",037057037,133,24,28,31
128011008,ROI small area,"Tuam, Limerick and Killaloe",128011008,249,3,31,20
037057032,ROI small area,"Tuam, Limerick and Killaloe",037057032,151,12,22,10
037057040,ROI small area,"Tuam, Limerick and Killaloe",037057040,205,23,44,9
127123005,ROI small area,"Tuam, Limerick and Killaloe",127123005,173,5,4,31
128032005,ROI small area,"Tuam, Limerick and Killaloe",128032005,181,9,20,15
128001002,ROI small area,"Tuam, Limerick and Killaloe",128001002,241,23,34,7
047064010,ROI small area,"Cork, Cloyne and Ross",047064010,158,21,59,12
128006005,ROI small area,"Tuam, Limerick and Killaloe",128006005,191,15,49,9
128006004,ROI small area,"Tuam, Limerick and Killaloe",128006004,148,13,26,5
047279015,ROI small area,"Cork, Cloyne and Ross",047279015,266,10,58,2
128006003,ROI small area,"Tuam, Limerick and Killaloe",128006003,156,6,26,5
128016005,ROI small area,"Tuam, Limerick and Killaloe",128016005,168,16,45,17
047324005,ROI small area,"Cork, Cloyne and Ross",047324005,187,36,31,42
128006002,ROI small area,"Tuam, Limerick and Killaloe",128006002,124,4,21,4
127106005,ROI small area,"Tuam, Limerick and Killaloe",127106005,253,39,62,41
047245006,ROI small area,"Cork, Cloyne and Ross",047245006,220,53,67,27
048062007,ROI small area,"Cork, Cloyne and Ross",048062007,194,7,42,5
127032003,ROI small area,"Cork, Cloyne and Ross",127032003,236,19,19,34
047140005,ROI small area,"Cork, Cloyne and Ross",047140005,199,12,33,16
047245004/01,ROI small area,"Cork, Cloyne and Ross",047245004/01,277,98,38,36
047246007,ROI small area,"Cork, Cloyne and Ross",047246007,179,2,24,7
047324023,ROI small area,"Cork, Cloyne and Ross",047324023,209,34,45,11
047324025,ROI small area,"Cork, Cloyne and Ross",047324025,216,45,24,8
127018047,ROI small area,"Tuam, Limerick and Killaloe",127018047,130,28,25,11
047245013,ROI small area,"Cork, Cloyne and Ross",047245013,257,10,33,3
047245014,ROI small area,"Cork, Cloyne and Ross",047245014,236,25,31,6
127032004,ROI small area,"Cork, Cloyne and Ross",127032004,271,27,21,14
127018005,ROI small area,"Tuam, Limerick and Killaloe",127018005,189,75,48,12
047224004,ROI small area,"Cork, Cloyne and Ross",047224004,308,15,28,7
047277012,ROI small area,"Cork, Cloyne and Ross",047277012,225,10,39,9
047267007,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
127018022,ROI small area,"Tuam, Limerick and Killaloe",127018022,200,45,66,19
077020003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
127018063,ROI small area,"Tuam, Limerick and Killaloe",127018063,150,45,27,26
127018035,ROI small area,"Tuam, Limerick and Killaloe",127018035,193,16,26,30
127018055,ROI small area,"Tuam, Limerick and Killaloe",127018055,153,20,14,15
127018056,ROI small area,"Tuam, Limerick and Killaloe",127018056,221,60,39,14
127018015,ROI small area,"Tuam, Limerick and Killaloe",127018015,217,22,52,12
127018013,ROI small area,"Tuam, Limerick and Killaloe",127018013,154,47,32,32
128001004,ROI small area,"Tuam, Limerick and Killaloe",128001004,231,13,28,7
127094001,ROI small area,"Cork, Cloyne and Ross",127094001,164,10,22,31
127094005,ROI small area,"Cork, Cloyne and Ross",127094005,212,14,28,20
128005008,ROI small area,"Tuam, Limerick and Killaloe",128005008,139,26,50,21
127018050,ROI small area,"Tuam, Limerick and Killaloe",127018050,222,84,44,14
077104002,ROI small area,"Tuam, Limerick and Killaloe",077104002,66,4,14,3
128020003,ROI small area,"Tuam, Limerick and Killaloe",128020003,269,22,11,46
127018026,ROI small area,"Tuam, Limerick and Killaloe",127018026,233,52,36,27
127018024,ROI small area,"Tuam, Limerick and Killaloe",127018024,180,22,27,3
128011005,ROI small area,"Tuam, Limerick and Killaloe",128011005,226,13,33,8
047277023,ROI small area,"Cork, Cloyne and Ross",047277023,180,10,37,3
127018060,ROI small area,"Tuam, Limerick and Killaloe",127018060,153,22,21,12
127018031,ROI small area,"Tuam, Limerick and Killaloe",127018031,130,6,29,3
128020002,ROI small area,"Tuam, Limerick and Killaloe",128020002,93,7,6,35
128019005,ROI small area,"Tuam, Limerick and Killaloe",128019005,132,14,7,19
128019001,ROI small area,"Tuam, Limerick and Killaloe",128019001,166,10,16,28
047324008,ROI small area,"Cork, Cloyne and Ross",047324008,183,54,38,16
127026038,ROI small area,"Tuam, Limerick and Killaloe",127026038,354,53,83,20
037027025,ROI small area,"Tuam, Limerick and Killaloe",037027025,106,41,57,25
037027023,ROI small area,"Tuam, Limerick and Killaloe",037027023,162,17,32,6
037027028,ROI small area,"Tuam, Limerick and Killaloe",037027028,207,22,46,4
047064018,ROI small area,"Cork, Cloyne and Ross",047064018,242,7,59,8
128022005,ROI small area,"Tuam, Limerick and Killaloe",128022005,184,5,23,22
128022002,ROI small area,"Tuam, Limerick and Killaloe",128022002,232,16,36,27
128032002,ROI small area,"Tuam, Limerick and Killaloe",128032002,196,13,8,14
047324015,ROI small area,"Cork, Cloyne and Ross",047324015,75,13,10,37
047324021,ROI small area,"Cork, Cloyne and Ross",047324021,82,74,22,37
077129003,ROI small area,"Tuam, Limerick and Killaloe",077129003,254,15,33,11
127018018,ROI small area,"Tuam, Limerick and Killaloe",127018018,165,35,37,28
127018019,ROI small area,"Tuam, Limerick and Killaloe",127018019,152,50,67,10
127018023,ROI small area,"Tuam, Limerick and Killaloe",127018023,172,7,31,5
047060005,ROI small area,"Cork, Cloyne and Ross",047060005,222,17,16,4
127018016,ROI small area,"Tuam, Limerick and Killaloe",127018016,223,58,45,20
127018061,ROI small area,"Tuam, Limerick and Killaloe",127018061,550,62,72,94
047267002,ROI small area,"Tuam, Limerick and Killaloe",047267002,310,10,25,6
047179005,ROI small area,"Tuam, Limerick and Killaloe",047179005,182,6,29,7
047170004,ROI small area,"Tuam, Limerick and Killaloe",047170004,230,12,24,19
128005011,ROI small area,"Tuam, Limerick and Killaloe",128005011,84,33,58,63
127001003,ROI small area,"Tuam, Limerick and Killaloe",127001003,211,4,10,2
127116004,ROI small area,"Tuam, Limerick and Killaloe",127116004,164,25,27,11
077104005,ROI small area,"Tuam, Limerick and Killaloe",077104005,119,2,11,6
127001004,ROI small area,"Tuam, Limerick and Killaloe",127001004,75,5,11,5
127001006,ROI small area,"Tuam, Limerick and Killaloe",127001006,243,36,20,5
127001010,ROI small area,"Tuam, Limerick and Killaloe",127001010,203,4,15,8
077128020,ROI small area,"Tuam, Limerick and Killaloe",077128020,135,13,18,8
077128009,ROI small area,"Tuam, Limerick and Killaloe",077128009,82,19,17,8
077128002,ROI small area,"Tuam, Limerick and Killaloe",077128002,102,12,12,9
077128012,ROI small area,"Tuam, Limerick and Killaloe",077128012,98,4,17,3
128005005,ROI small area,"Tuam, Limerick and Killaloe",128005005,121,20,30,20
127090005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
077128003,ROI small area,"Tuam, Limerick and Killaloe",077128003,71,6,14,6
077157003,ROI small area,"Tuam, Limerick and Killaloe",077157003,162,1,18,2
037099008,ROI small area,"Tuam, Limerick and Killaloe",037099008,81,15,11,11
127116010,ROI small area,"Tuam, Limerick and Killaloe",127116010,156,25,19,32
037027010,ROI small area,"Tuam, Limerick and Killaloe",037027010,216,33,48,1
128011004,ROI small area,"Tuam, Limerick and Killaloe",128011004,119,15,28,9
128025005,ROI small area,"Tuam, Limerick and Killaloe",128025005,95,5,13,148
037027004,ROI small area,"Tuam, Limerick and Killaloe",037027004,214,45,71,7
128012003,ROI small area,"Tuam, Limerick and Killaloe",128012003,192,9,51,4
128012002,ROI small area,"Tuam, Limerick and Killaloe",128012002,149,10,48,12
128004006,ROI small area,"Tuam, Limerick and Killaloe",128004006,106,0,11,44
077128006,ROI small area,"Tuam, Limerick and Killaloe",077128006,202,13,31,7
077128022,ROI small area,"Tuam, Limerick and Killaloe",077128022,139,6,9,0
077128018,ROI small area,"Tuam, Limerick and Killaloe",077128018,139,17,34,1
037027020,ROI small area,"Tuam, Limerick and Killaloe",037027020,191,19,47,5
037027009,ROI small area,"Tuam, Limerick and Killaloe",037027009,283,33,75,8
037027008,ROI small area,"Tuam, Limerick and Killaloe",037027008,225,25,33,4
037027005,ROI small area,"Tuam, Limerick and Killaloe",037027005,235,11,46,5
047324017,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
037027003,ROI small area,"Tuam, Limerick and Killaloe",037027003,257,37,23,9
037128003,ROI small area,"Tuam, Limerick and Killaloe",037128003,221,10,31,11
047060010,ROI small area,"Cork, Cloyne and Ross",047060010,131,18,15,4
047279012,ROI small area,"Cork, Cloyne and Ross",047279012,160,16,49,6
047279013,ROI small area,"Cork, Cloyne and Ross",047279013,175,9,37,7
